114578347|2102085730|AUDUSD|0|0.01|0.7654|1490773789|0.7651|1490773800|0|0|-0.34
114578348|2102085730|AUDUSD|0|0.01|0.7654|1490773790|0.7651|1490773802|0|0|-0.34
114578350|2102085730|AUDUSD|0|0.01|0.7654|1490773791|0.7651|1490773804|0|0|-0.34
114578354|2102085730|AUDUSD|1|0.01|0.7651|1490773792|0.7654|1490773805|0|0|-0.24
114578356|2102085730|AUDUSD|1|0.01|0.7651|1490773792|0.7654|1490773806|0|0|-0.24
114578360|2102085730|AUDUSD|0|0.01|0.7654|1490773793|0.7651|1490773807|0|0|-0.32
114578363|2102085730|AUDUSD|1|0.01|0.7651|1490773794|0.7654|1490773808|0|0|-0.24
114578423|2102085730|USDJPY|0|0.01|111.131|1490773871|111.105|1490773877|0|0|-0.23
114578426|2102085730|USDJPY|0|0.01|111.133|1490773872|111.104|1490773879|0|0|-0.26
114578427|2102085730|USDJPY|1|0.01|111.106|1490773873|111.13|1490773880|0|0|-0.22
114578430|2102085730|USDJPY|1|0.01|111.105|1490773875|111.13|1490773881|0|0|-0.22

